gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,tenure_fee_interaction
Female,67,Germany,Sydney,SME,39,Web,Monthly,36,0,12.548535779857392,2,-0.09,17,50,Card,1,No,Yes,1,35.62046613335379,Technical,2.0,0,0.11,0.04,19,Neutral,3,0,1950
Female,25,Canada,Dhaka,Individual,31,Mobile,Monthly,0,2,17.777713703443997,3,0.12,1,10,Card,0,No,No,1,14.766868524671656,Technical,4.0,0,0.85,0.31,34,Neutral,0,0,310
Female,60,UK,Sydney,Individual,3,Mobile,Quarterly,5,5,19.90485602458714,6,0.12,1,50,Card,0,No,No,2,33.488046340576766,Service,3.0,1,0.17,0.12,97,Unsatisfied,3,0,150
Female,24,Germany,New York,SME,51,Referral,Monthly,27,7,18.400067162706662,4,0.11,23,20,Bank Transfer,1,Yes,No,0,27.96761216365983,Technical,3.0,0,0.26,0.08,18,Unsatisfied,1,0,1020
Female,58,UK,Dhaka,Enterprise,58,Web,Quarterly,28,7,9.489549159054947,7,-0.09,28,10,Bank Transfer,0,No,No,1,23.729195239633626,Technical,3.0,0,0.23,0.43,20,Neutral,1,0,580
Female,57,Germany,Delhi,SME,32,Referral,Monthly,11,7,18.098765409803715,3,0.16,2,30,Card,0,No,No,1,5.326912221338308,Billing,2.0,0,0.57,0.03,69,Satisfied,0,1,960
Female,20,UK,New York,Individual,10,Mobile,Monthly,28,5,8.126022970615951,3,-0.12,0,50,PayPal,0,No,No,1,21.19480568861744,Technical,2.0,0,0.18,0.3,15,Unsatisfied,0,0,500
Female,34,India,London,Individual,28,Web,Monthly,33,7,11.95704969821679,4,0.14,16,70,PayPal,1,No,No,4,27.483869355636784,Technical,3.0,0,0.8,0.48,-44,Satisfied,0,0,1960
Female,19,Australia,Toronto,Individual,27,Mobile,Quarterly,25,5,13.85798311091547,7,0.09,2,10,PayPal,0,No,No,0,18.66546588433621,Billing,3.0,1,0.2,0.09,24,Satisfied,1,0,270
Female,63,UK,Delhi,Individual,46,Web,Monthly,23,1,4.257924832959361,4,-0.19,1,50,PayPal,1,Yes,No,2,22.24132098937009,Technical,5.0,1,0.34,0.23,10,Neutral,3,0,2300
Male,67,UK,Dhaka,Enterprise,43,Mobile,Monthly,22,7,15.921767914578894,4,0.04,6,20,PayPal,0,No,No,0,36.14136146297773,Billing,3.0,1,0.12,0.36,-19,Satisfied,1,0,860
Female,65,Bangladesh,Dhaka,SME,31,Referral,Yearly,28,5,16.634275787601588,7,0.02,4,30,Card,1,No,No,1,4.731632666711935,Technical,3.0,0,0.54,0.11,18,Satisfied,2,0,930
Female,69,Canada,New York,SME,51,Referral,Monthly,3,2,13.224613102971992,1,-0.12,9,30,PayPal,0,No,Yes,1,23.882949234235305,Billing,3.0,0,0.62,0.5,6,Satisfied,2,0,1530
Male,39,Australia,Sydney,Enterprise,34,Mobile,Monthly,22,0,28.824271950432383,7,-0.07,19,30,Card,0,Yes,No,0,19.06883185239512,Service,3.0,0,0.4,0.46,46,Satisfied,0,0,1020
Male,21,Bangladesh,Dhaka,Individual,5,Mobile,Quarterly,18,0,16.285323466490937,5,-0.01,8,30,Card,0,Yes,No,3,7.804993780754899,Technical,4.0,1,0.25,0.12,-12,Neutral,0,1,150
Female,74,India,New York,Individual,11,Referral,Monthly,14,4,12.00860209297613,6,-0.01,8,30,Card,0,No,No,0,15.480864968627898,Service,4.0,0,0.11,0.02,11,Neutral,4,0,330
Female,55,Canada,Delhi,Individual,17,Mobile,Yearly,14,7,21.75040902460233,1,-0.03,0,20,Bank Transfer,0,No,Yes,1,20.56060732317033,Billing,2.0,0,0.37,0.27,-46,Satisfied,2,0,340
Female,43,Germany,New York,Individual,44,Web,Monthly,14,3,18.58563394733952,6,-0.01,1,50,Card,0,No,No,2,27.45768162158569,Technical,3.0,0,0.85,0.02,43,Satisfied,2,0,2200
Male,28,Bangladesh,London,SME,50,Referral,Quarterly,29,2,26.311516485750666,4,0.08,5,50,Card,0,No,No,2,34.98311560114858,Technical,5.0,0,0.21,0.41,-7,Satisfied,1,0,2500
Male,43,Australia,Dhaka,Individual,39,Web,Yearly,31,6,21.99208399466384,5,0.05,18,50,Card,1,Yes,No,1,29.750879789284618,Billing,3.0,1,0.15,0.05,8,Unsatisfied,2,0,1950
Female,34,India,New York,Individual,41,Mobile,Yearly,11,2,25.50788967039754,7,-0.14,26,50,PayPal,1,No,No,0,25.9139238651606,Technical,4.0,0,0.2,0.4,-80,Satisfied,0,0,2050
Male,45,Canada,Dhaka,Enterprise,14,Web,Yearly,14,0,7.844991162327022,1,-0.02,2,70,PayPal,1,No,No,4,41.7813269220992,Technical,3.0,0,0.57,0.32,29,Satisfied,0,0,980
Male,52,Canada,Dhaka,Individual,24,Web,Quarterly,31,1,19.93227736208649,2,-0.18,5,30,Bank Transfer,0,No,No,2,28.60502978094957,Technical,4.0,0,0.36,0.33,91,Satisfied,2,0,720
Male,48,USA,London,SME,30,Referral,Monthly,13,0,10.948276795970902,4,-0.08,11,20,PayPal,1,No,Yes,0,33.200016441457215,Service,4.0,1,0.46,0.44,62,Satisfied,0,0,600
Female,33,Germany,Delhi,Individual,50,Referral,Quarterly,15,6,18.40539337885192,6,-0.11,2,50,PayPal,0,No,No,1,35.03032631984264,Technical,2.0,1,0.39,0.03,10,Satisfied,1,0,2500
Male,60,USA,Toronto,Individual,15,Mobile,Yearly,24,5,10.122659563155691,10,0.0,6,10,Card,0,No,No,1,14.349977046812084,Billing,3.0,1,0.69,0.04,44,Satisfied,1,0,150
Male,35,India,Berlin,SME,53,Mobile,Yearly,15,4,17.282091646516545,7,-0.0,19,10,Card,0,Yes,Yes,4,38.32412004550372,Service,3.0,0,0.68,0.02,-19,Satisfied,2,0,530
Male,64,Canada,London,Individual,53,Referral,Monthly,6,6,13.804919000234255,5,-0.24,1,20,PayPal,0,No,No,0,36.04720734419483,Service,5.0,0,0.87,0.32,17,Neutral,1,0,1060
Male,54,Germany,Sydney,Individual,4,Web,Monthly,26,7,9.412183447664482,10,-0.13,9,20,Card,2,No,No,0,34.283008601888014,Technical,3.0,0,0.67,0.02,-59,Unsatisfied,1,1,80
Male,65,UK,Berlin,SME,13,Referral,Quarterly,13,1,5.080305972033409,10,0.14,11,20,Card,2,No,No,1,1.415005139756076,Technical,2.0,0,0.8,0.15,44,Unsatisfied,2,1,260
Male,65,Australia,Berlin,Individual,5,Web,Quarterly,18,2,15.668612629569513,6,0.08,1,20,PayPal,2,Yes,No,1,13.38080892427052,Technical,4.0,0,0.54,0.21,34,Satisfied,2,0,100
Male,66,Bangladesh,New York,Individual,31,Web,Monthly,10,3,21.941348836441755,3,0.07,14,30,Card,0,Yes,No,1,20.92223867119248,Service,3.0,0,0.44,0.3,70,Neutral,1,0,930
Female,58,USA,London,SME,12,Web,Monthly,10,3,17.045419644312094,2,-0.07,9,30,Card,0,No,No,1,40.696846472072295,Service,3.0,0,0.72,0.34,-24,Satisfied,0,0,360
Male,52,Germany,Berlin,SME,10,Mobile,Monthly,8,5,9.456307283264335,1,0.08,18,20,Card,1,No,No,3,6.154712917128705,Technical,4.0,0,0.35,0.12,20,Satisfied,2,0,200
Male,69,Canada,Sydney,Enterprise,30,Web,Monthly,17,2,20.295171103838967,5,0.29,0,70,Card,0,No,No,0,18.555765739515536,Technical,3.0,0,0.69,0.38,-1,Unsatisfied,3,0,2100
Female,62,Australia,Delhi,Individual,26,Mobile,Quarterly,12,4,13.364097052313568,3,-0.1,2,10,Card,0,No,Yes,4,22.658518420332257,Technical,3.0,1,0.51,0.45,100,Unsatisfied,2,0,260
Female,52,UK,Sydney,SME,6,Referral,Monthly,29,5,20.16328286200369,2,0.1,7,10,Card,0,Yes,No,1,19.920696602872404,Service,3.0,0,0.67,0.07,-31,Satisfied,1,0,60
Female,45,Canada,Dhaka,Individual,27,Mobile,Yearly,22,6,20.28493104715277,10,-0.26,8,20,Card,0,No,Yes,1,9.865927336306427,Billing,3.0,0,0.34,0.21,-40,Neutral,1,0,540
Female,56,USA,Sydney,Individual,20,Referral,Quarterly,13,2,15.722582841401946,2,0.07,1,20,Card,0,No,No,4,19.694777205622398,Technical,5.0,0,0.21,0.42,7,Satisfied,0,0,400
Female,55,Bangladesh,New York,Individual,28,Mobile,Monthly,19,2,21.156461258486367,4,-0.11,1,20,Card,0,No,No,3,12.443007359077768,Billing,3.0,0,0.84,0.29,78,Satisfied,1,0,560
Female,26,India,Toronto,SME,20,Web,Yearly,25,4,18.770943689493222,7,0.11,26,20,Bank Transfer,0,No,No,1,23.910378347664007,Billing,5.0,0,0.74,0.19,64,Neutral,1,0,400
Female,29,USA,Dhaka,Individual,12,Web,Monthly,27,1,18.914773197593263,4,0.13,13,50,Card,2,No,Yes,1,18.85549442482512,Technical,4.0,0,0.18,0.36,-4,Satisfied,0,0,600
Female,32,Germany,London,SME,45,Web,Quarterly,22,6,24.46669860622646,9,-0.08,1,30,Card,0,No,No,2,24.124745146722027,Billing,3.0,0,0.15,0.4,-18,Satisfied,0,0,1350
Female,69,Australia,London,Individual,30,Referral,Quarterly,11,0,27.82744419946711,7,0.3,2,50,PayPal,1,No,No,3,27.41752469011685,Billing,3.0,2,0.26,0.17,33,Satisfied,0,0,1500
Female,52,UK,Delhi,Individual,49,Referral,Monthly,25,0,5.5778427567414965,2,0.07,4,50,PayPal,0,No,No,1,29.676304514802688,Service,4.0,1,0.77,0.36,-19,Unsatisfied,2,0,2450
Female,50,Germany,Dhaka,Individual,10,Mobile,Quarterly,30,5,11.64038751306138,1,0.05,10,50,PayPal,1,No,No,1,35.216577191983816,Service,5.0,0,0.51,0.39,-16,Satisfied,0,0,500
Female,68,UK,New York,Individual,51,Mobile,Quarterly,20,7,7.543042230965548,6,-0.06,7,10,PayPal,2,Yes,No,2,14.78686961004972,Service,3.0,0,0.24,0.32,47,Satisfied,3,0,510
Female,36,UK,London,SME,5,Referral,Quarterly,40,2,27.694224539942883,6,-0.11,1,30,Card,0,No,No,1,24.9122510067912,Technical,3.0,0,0.9,0.02,-18,Unsatisfied,1,0,150
Male,72,Canada,New York,Individual,58,Web,Quarterly,20,7,26.15111599302905,5,0.17,3,10,Card,1,No,Yes,0,27.910088738736277,Technical,2.0,1,0.1,0.44,-58,Neutral,1,0,580
Female,40,UK,New York,Individual,37,Web,Monthly,27,4,20.21140643318747,7,-0.01,6,10,Card,0,Yes,Yes,2,22.79872959643989,Technical,2.0,0,0.77,0.07,-35,Neutral,1,0,370
Female,61,Australia,London,Individual,30,Referral,Quarterly,23,1,7.789749231319472,9,-0.05,4,70,Bank Transfer,1,No,No,1,30.551949485988057,Technical,3.0,0,0.28,0.09,86,Satisfied,3,0,2100
Female,18,India,London,Individual,17,Web,Monthly,13,4,18.32670229644517,5,0.16,15,30,PayPal,1,No,No,0,20.624390510195653,Technical,4.0,0,0.71,0.16,55,Unsatisfied,1,0,510
Male,68,India,Dhaka,SME,3,Web,Yearly,24,4,15.996811248014922,3,0.11,0,50,Card,1,No,No,1,33.920631280826576,Technical,5.0,0,0.35,0.36,47,Neutral,1,1,150
Female,46,Australia,Dhaka,Enterprise,21,Mobile,Yearly,0,0,21.01290756186365,4,0.28,3,20,Card,0,No,No,1,20.962955042695118,Technical,4.0,0,0.68,0.03,100,Satisfied,1,0,420
Male,41,Canada,Berlin,Individual,16,Referral,Yearly,14,1,11.920571421586278,3,0.05,2,10,Card,0,Yes,No,0,20.22966891796689,Billing,5.0,0,0.34,0.25,64,Satisfied,0,0,160
Male,33,UK,Delhi,Individual,32,Web,Quarterly,13,4,19.040437272011925,3,0.02,19,50,Card,1,Yes,No,2,1.0,Technical,3.0,0,0.36,0.32,48,Unsatisfied,1,0,1600
Male,42,Germany,Delhi,Individual,27,Referral,Quarterly,39,6,22.110512745589254,7,-0.03,2,30,Card,0,No,No,1,22.55764361948787,Technical,3.0,0,0.61,0.43,-11,Neutral,0,0,810
Female,72,Bangladesh,Dhaka,Individual,51,Web,Yearly,12,4,21.4416270029562,8,0.06,22,30,PayPal,0,No,Yes,2,16.318556594198988,Billing,2.0,0,0.26,0.04,100,Unsatisfied,1,1,1530
Female,40,Bangladesh,Sydney,Individual,6,Mobile,Monthly,15,4,16.097511207244075,2,0.02,7,50,Card,0,Yes,No,0,24.804353186935124,Technical,3.0,0,0.63,0.46,62,Unsatisfied,1,0,300
Female,45,USA,New York,Individual,42,Mobile,Yearly,12,4,24.565717112135765,3,0.08,17,30,Bank Transfer,0,No,No,1,17.405432688789436,Service,3.0,0,0.15,0.16,19,Satisfied,0,0,1260
Male,64,Canada,Delhi,Enterprise,16,Web,Monthly,24,0,8.918336846163285,5,-0.11,4,20,Card,0,No,No,1,50.02892359586612,Technical,3.0,1,0.2,0.02,-33,Neutral,1,0,320
Male,33,Bangladesh,Toronto,Individual,45,Web,Monthly,16,6,16.955938237258582,3,0.07,3,50,Bank Transfer,2,Yes,No,1,23.72258509707863,Billing,3.0,0,0.64,0.07,52,Neutral,1,0,2250
Female,60,UK,Dhaka,Individual,3,Web,Monthly,15,6,19.04823571549234,4,0.02,1,30,Card,1,No,No,4,17.56724438672231,Billing,2.0,0,0.64,0.03,-33,Unsatisfied,2,1,90
Female,73,India,Dhaka,Individual,54,Referral,Quarterly,41,2,14.99640869769522,3,0.07,9,10,Card,2,No,Yes,1,36.98852744982442,Technical,3.0,1,0.22,0.09,-27,Neutral,2,0,540
Female,55,Germany,Berlin,Individual,40,Web,Monthly,21,7,20.337949600933804,5,-0.26,1,50,PayPal,0,Yes,No,2,21.859915430314796,Technical,4.0,0,0.3,0.24,0,Satisfied,0,0,2000
Female,28,UK,Dhaka,SME,20,Mobile,Monthly,26,6,22.253205024393065,5,-0.03,10,20,PayPal,1,Yes,No,0,18.550931671652556,Technical,3.0,1,0.82,0.29,13,Unsatisfied,1,0,400
Female,20,Canada,Berlin,Individual,40,Mobile,Quarterly,24,6,2.4810992183027025,1,0.22,0,50,Bank Transfer,0,No,No,2,27.004717431707853,Service,5.0,0,0.7,0.34,0,Satisfied,0,0,2000
Male,24,Germany,Dhaka,SME,11,Mobile,Monthly,8,6,23.256923567400165,4,-0.05,13,50,Card,1,No,No,1,22.85970250056053,Service,5.0,0,0.61,0.24,-39,Satisfied,1,0,550
Female,18,Germany,New York,Enterprise,29,Mobile,Monthly,7,1,10.362012682560485,5,-0.16,1,30,PayPal,0,Yes,No,0,19.11086958984427,Service,3.0,0,0.2,0.09,0,Satisfied,1,0,870
Male,49,Bangladesh,Berlin,Individual,3,Mobile,Quarterly,21,5,18.69271728798963,7,-0.06,1,30,PayPal,0,No,No,1,2.3504442413042703,Technical,4.0,0,0.78,0.13,58,Satisfied,0,1,90
Male,26,UK,Toronto,SME,21,Web,Monthly,18,7,13.951349961770523,4,0.11,6,20,PayPal,1,Yes,No,2,22.05041996255056,Technical,3.0,1,0.87,0.43,-30,Neutral,1,0,420
Female,40,Germany,Delhi,Individual,30,Mobile,Yearly,32,5,11.517842945946208,5,0.05,14,20,Card,0,No,No,0,7.869899691071964,Technical,3.0,0,0.85,0.08,-69,Satisfied,1,1,600
Male,62,Germany,Sydney,Individual,39,Mobile,Monthly,14,4,25.58366260201181,6,-0.09,1,30,Card,0,No,Yes,0,48.47286402595104,Technical,3.0,0,0.54,0.39,-46,Satisfied,0,0,1170
Female,46,UK,New York,Enterprise,17,Web,Monthly,27,1,12.6783142950505,6,0.29,3,30,Card,2,No,No,2,25.48405339265512,Billing,5.0,0,0.21,0.02,34,Satisfied,1,0,510
Female,69,India,Dhaka,Individual,25,Web,Monthly,0,4,3.989570373061367,5,0.1,2,20,Bank Transfer,1,Yes,No,1,30.87588967911504,Technical,4.0,0,0.75,0.36,-22,Satisfied,2,0,500
Female,50,Australia,Dhaka,Individual,25,Referral,Monthly,2,2,11.848719732382255,3,0.22,15,50,Card,1,No,No,0,3.8428122410717087,Technical,3.0,0,0.15,0.2,5,Satisfied,1,0,1250
Male,24,Bangladesh,Dhaka,Individual,9,Referral,Monthly,23,4,19.85463723748495,7,0.03,8,50,Card,1,No,No,1,32.72184806326572,Billing,4.0,1,0.34,0.34,-17,Satisfied,0,0,450
Male,29,India,New York,Individual,45,Web,Yearly,9,0,11.918305647343464,5,0.0,13,50,PayPal,1,No,Yes,1,30.99947730832923,Technical,3.0,0,0.43,0.27,52,Neutral,2,0,2250
Female,48,Canada,Delhi,Individual,29,Web,Yearly,30,4,13.733570544071744,9,0.33,5,50,Card,0,No,No,0,29.69939542148135,Technical,2.0,0,0.38,0.16,29,Satisfied,2,0,1450
Female,49,UK,London,SME,15,Referral,Quarterly,9,3,14.753855004149884,6,0.1,4,20,Card,0,No,No,0,1.0,Billing,4.0,0,0.47,0.16,-37,Satisfied,1,0,300
Female,71,Canada,Dhaka,SME,19,Web,Monthly,21,6,6.711383717084743,3,0.24,16,50,PayPal,0,Yes,Yes,1,21.32984254645797,Technical,5.0,0,0.32,0.27,42,Satisfied,1,0,950
Male,37,India,Dhaka,Individual,15,Referral,Yearly,9,0,13.71335657774077,8,0.24,11,30,PayPal,1,No,No,0,44.34046681383998,Service,5.0,0,0.14,0.1,42,Neutral,1,0,450
Female,72,Canada,London,Individual,39,Web,Quarterly,25,1,14.550800900760562,3,-0.04,6,30,Card,0,No,Yes,0,37.43992101327129,Billing,5.0,2,0.89,0.08,46,Satisfied,0,0,1170
Male,68,Canada,Toronto,Individual,35,Mobile,Quarterly,16,3,10.20928219539423,4,-0.08,17,30,Bank Transfer,0,Yes,No,0,1.0,Technical,3.0,0,0.84,0.11,51,Neutral,1,0,1050
Male,53,UK,Berlin,Individual,40,Web,Quarterly,13,4,23.088148298017387,8,0.15,1,20,Card,0,Yes,No,3,34.84568076008286,Technical,3.0,0,0.3,0.15,-42,Satisfied,1,0,800
Female,20,Canada,New York,Individual,13,Web,Yearly,8,6,13.399658188331976,7,0.06,12,70,Card,0,Yes,Yes,3,24.899389512985888,Technical,2.0,0,0.62,0.07,57,Unsatisfied,2,0,910
Female,67,USA,Sydney,SME,3,Web,Quarterly,13,4,13.25960406111852,1,-0.02,24,70,Card,0,No,No,3,28.29530295542459,Technical,4.0,0,0.76,0.38,74,Neutral,2,0,210
Male,44,Germany,Delhi,Enterprise,53,Mobile,Quarterly,43,4,27.616534505249746,4,-0.06,12,30,Card,1,No,Yes,2,39.63931581788464,Technical,5.0,0,0.7,0.45,1,Satisfied,2,0,1590
Male,70,Germany,Sydney,Individual,31,Web,Quarterly,35,4,10.686337231107956,5,-0.09,0,20,PayPal,0,No,No,0,26.92785113674806,Billing,3.0,0,0.88,0.27,-18,Neutral,1,0,620
Male,64,Bangladesh,New York,Individual,55,Web,Yearly,17,5,10.403931049643113,7,0.23,16,20,PayPal,0,Yes,No,0,22.238904351249584,Service,4.0,1,0.33,0.03,34,Unsatisfied,0,0,1100
Male,57,India,Berlin,Individual,1,Mobile,Quarterly,15,7,11.313293994874629,6,0.39,7,50,Card,1,Yes,No,0,38.40564796545599,Technical,2.0,1,0.27,0.03,4,Satisfied,0,1,50
Male,50,UK,New York,Individual,35,Web,Yearly,18,7,24.00215231271113,3,-0.03,10,20,Card,1,No,No,2,16.084862417088758,Service,5.0,0,0.62,0.3,2,Neutral,2,0,700
Male,31,India,Delhi,Enterprise,1,Web,Quarterly,41,7,9.239417132728509,7,0.03,29,30,Bank Transfer,1,Yes,No,1,38.8219046966346,Billing,2.0,0,0.38,0.18,35,Neutral,1,0,30
Female,53,UK,Toronto,Individual,50,Mobile,Monthly,0,0,20.73092932706211,5,0.1,4,10,PayPal,0,No,No,1,16.849753234783474,Technical,4.0,0,0.29,0.24,-12,Satisfied,2,0,500
Female,22,India,Berlin,SME,14,Referral,Monthly,33,5,12.351022920933552,6,-0.07,4,10,Bank Transfer,1,Yes,No,1,28.82332908318776,Service,4.0,0,0.76,0.05,-29,Satisfied,1,0,140
Female,62,Bangladesh,Toronto,SME,23,Web,Monthly,11,3,5.507216769419159,8,-0.11,7,50,Card,2,No,No,1,35.641068694523526,Billing,3.0,0,0.26,0.48,61,Unsatisfied,1,0,1150
Female,73,USA,Delhi,Individual,35,Web,Monthly,31,0,14.043648553560658,6,0.01,7,20,Card,2,No,No,0,20.846715338892665,Service,4.0,2,0.22,0.27,-13,Satisfied,0,0,700
Male,32,USA,London,Individual,29,Web,Monthly,20,2,21.042861957067927,5,0.07,14,70,PayPal,1,No,Yes,1,29.8319531770484,Billing,3.0,1,0.63,0.11,43,Neutral,0,0,2030
Male,23,UK,Toronto,Enterprise,22,Web,Monthly,33,2,15.303821353125372,8,0.29,8,10,Bank Transfer,0,Yes,No,0,24.05202590217888,Technical,4.0,1,0.83,0.38,66,Neutral,2,0,220
Male,50,India,Berlin,Individual,16,Web,Quarterly,29,7,16.094522158415966,2,-0.06,13,10,Card,0,Yes,No,1,40.77460833072063,Technical,3.0,1,0.15,0.13,-49,Satisfied,1,0,160
Male,72,India,Toronto,Individual,29,Web,Quarterly,23,0,2.6960830378909044,4,0.09,1,70,Card,0,No,No,0,12.442676344381262,Technical,3.0,1,0.48,0.2,4,Unsatisfied,0,0,2030
Male,36,Germany,Delhi,SME,6,Web,Monthly,36,0,12.71690677977957,4,0.32,6,20,PayPal,0,No,No,1,18.126830095722735,Billing,2.0,0,0.67,0.47,17,Satisfied,1,1,120
Female,30,Germany,Toronto,Individual,18,Web,Quarterly,18,0,13.367163808417043,4,0.02,5,30,Card,1,No,No,4,6.02947298145277,Technical,4.0,0,0.35,0.29,6,Unsatisfied,1,0,540
Female,46,UK,Delhi,Individual,29,Web,Quarterly,9,6,12.458909284985747,8,-0.3,3,30,PayPal,1,Yes,No,0,41.06092893127832,Technical,4.0,1,0.16,0.17,24,Satisfied,2,0,870
Female,23,Australia,London,SME,25,Web,Quarterly,39,2,8.169340507729723,3,-0.22,15,20,Card,0,No,No,3,27.808184629318763,Technical,3.0,0,0.39,0.24,22,Satisfied,1,0,500
Male,33,Canada,Dhaka,SME,56,Mobile,Yearly,21,0,19.29124251943812,4,-0.03,5,30,Card,0,No,No,1,6.749699465930892,Technical,4.0,1,0.48,0.1,-22,Neutral,0,0,1680
Male,40,Australia,Toronto,SME,44,Web,Monthly,21,6,15.946858714689569,5,0.34,2,50,Card,1,Yes,No,1,16.394332898490973,Billing,3.0,0,0.13,0.35,39,Unsatisfied,1,0,2200
Female,65,India,Dhaka,SME,32,Web,Quarterly,23,3,24.62010283620785,6,0.06,8,20,Card,0,No,No,3,32.93221216785093,Service,4.0,0,0.4,0.37,100,Satisfied,1,0,640
Male,27,USA,New York,SME,36,Web,Yearly,8,1,8.67027170453057,2,0.09,4,50,Bank Transfer,0,No,Yes,1,8.31107164484624,Technical,3.0,0,0.31,0.46,53,Neutral,0,0,1800
Female,71,USA,Sydney,SME,32,Referral,Quarterly,9,4,21.28315503180876,6,0.11,9,70,Card,2,No,No,0,24.28769212487037,Technical,3.0,0,0.17,0.33,-23,Neutral,2,1,2240
Male,58,India,Toronto,Individual,41,Web,Quarterly,11,4,6.986386514092748,1,-0.06,0,30,PayPal,1,Yes,No,0,13.157755152782086,Billing,4.0,0,0.56,0.43,-7,Satisfied,0,0,1230
Male,58,USA,Sydney,Individual,20,Mobile,Monthly,18,5,15.677421533833838,7,0.09,5,50,PayPal,0,No,No,2,35.38400378565409,Technical,3.0,0,0.27,0.23,-18,Satisfied,3,0,1000
Female,66,Germany,Dhaka,SME,55,Mobile,Monthly,24,3,15.351680226652068,6,-0.1,7,50,PayPal,1,No,Yes,1,13.863900126278551,Technical,4.0,0,0.71,0.38,-40,Satisfied,1,0,2750
Female,73,Bangladesh,Dhaka,Enterprise,38,Referral,Monthly,21,1,1.0,6,-0.17,7,70,PayPal,2,No,No,1,11.493484683048369,Billing,3.0,1,0.69,0.44,-63,Unsatisfied,1,0,2660
Male,61,Australia,Sydney,Enterprise,33,Web,Quarterly,15,3,12.464270175852707,5,-0.02,1,50,Card,0,No,No,1,31.67086828521982,Technical,4.0,1,0.6,0.03,30,Satisfied,2,0,1650
Female,62,Bangladesh,New York,Enterprise,52,Web,Monthly,0,1,14.774888287919827,8,-0.01,3,20,Card,1,No,Yes,1,30.581768143515408,Technical,4.0,2,0.81,0.09,64,Satisfied,1,1,1040
Male,47,Australia,New York,Enterprise,5,Mobile,Yearly,22,2,11.782730776499594,3,-0.08,4,20,Bank Transfer,2,Yes,No,3,21.598517762483485,Billing,3.0,0,0.78,0.15,38,Unsatisfied,3,0,100
Male,61,Germany,New York,SME,6,Referral,Yearly,18,1,4.3387402786253055,6,0.02,2,10,Card,0,Yes,No,0,24.784889003014843,Technical,4.0,0,0.48,0.36,-60,Unsatisfied,2,0,60
Male,72,Germany,Delhi,Individual,19,Web,Monthly,13,5,25.77650255925864,5,-0.37,6,30,PayPal,0,No,No,0,4.030253179734501,Technical,4.0,0,0.47,0.26,0,Unsatisfied,0,0,570
Male,36,USA,Dhaka,Individual,43,Mobile,Quarterly,23,4,14.24823525932042,6,-0.0,27,10,Bank Transfer,1,No,No,4,29.71092118849209,Billing,3.0,0,0.18,0.41,7,Satisfied,3,0,430
Male,46,Germany,New York,Individual,15,Web,Quarterly,26,6,13.605098045387388,10,0.09,14,10,Card,0,No,No,1,11.34510342264252,Service,4.0,0,0.68,0.04,-17,Satisfied,5,0,150
Male,19,Australia,Dhaka,Individual,34,Mobile,Monthly,19,2,9.802674184606673,3,0.05,2,20,Card,0,No,No,1,41.39642696723519,Service,3.0,1,0.45,0.23,12,Satisfied,2,0,680
Female,53,Germany,Delhi,Individual,47,Mobile,Monthly,27,1,26.083760983457204,5,0.19,0,30,PayPal,0,No,Yes,1,30.581845974701523,Billing,4.0,0,0.48,0.48,-43,Satisfied,1,0,1410
Female,36,Germany,Sydney,Enterprise,7,Web,Quarterly,32,4,10.134431320638086,8,0.09,14,50,PayPal,1,No,No,1,32.63799428767389,Billing,4.0,0,0.68,0.1,-12,Neutral,0,0,350
Male,24,Canada,New York,SME,17,Referral,Quarterly,19,7,12.854460535144856,5,-0.04,1,20,Card,1,No,Yes,1,22.57975177195961,Service,4.0,0,0.1,0.36,100,Satisfied,0,0,340
Male,43,Australia,Toronto,Individual,44,Referral,Quarterly,32,1,18.331942273018512,8,-0.07,0,20,Bank Transfer,0,No,No,1,21.46742447985292,Technical,3.0,0,0.89,0.27,-5,Satisfied,0,0,880
Female,32,UK,New York,SME,44,Web,Yearly,10,5,21.838516667777206,6,0.21,0,10,Card,1,No,No,3,33.01376490261775,Service,5.0,1,0.34,0.23,-10,Neutral,2,0,440
Male,64,UK,New York,Individual,5,Mobile,Quarterly,22,1,11.555096492735832,5,0.36,9,30,PayPal,0,Yes,Yes,0,1.0,Technical,5.0,0,0.16,0.07,12,Neutral,0,0,150
Male,73,Australia,Delhi,Individual,52,Mobile,Monthly,16,0,13.75180172491321,4,0.06,1,20,Card,0,Yes,No,0,31.83072334559852,Technical,3.0,0,0.23,0.25,-12,Unsatisfied,0,0,1040
Female,55,UK,Dhaka,SME,39,Web,Quarterly,24,4,13.492312022874234,6,0.12,2,10,PayPal,0,Yes,No,1,19.91144859316306,Technical,4.0,0,0.71,0.27,0,Satisfied,1,0,390
Male,20,USA,Berlin,Individual,2,Web,Monthly,0,5,5.624856269269337,7,-0.16,0,30,Card,1,Yes,Yes,3,16.465009030149297,Technical,3.0,0,0.78,0.16,60,Satisfied,1,1,60
